time,depth,latitude,longitude,sst,ssta
UTC,m,degrees_north,degrees_east,degree_C,degree_C
1989-08-01T00:00:00Z,0.0,40.0,-124.0,13.9905815,-0.36941814
1989-08-01T00:00:00Z,0.0,42.0,-126.0,15.510384,-0.05403328
1989-08-01T00:00:00Z,0.0,42.0,-124.0,14.420403,-0.11111832
1989-08-01T00:00:00Z,0.0,44.0,-126.0,16.076826,0.18992996
1989-08-01T00:00:00Z,0.0,44.0,-124.0,15.353214,0.17890263
1989-08-01T00:00:00Z,0.0,46.0,-126.0,16.273096,0.4200554
1989-08-01T00:00:00Z,0.0,46.0,-124.0,15.857598,0.44937038
1989-08-01T00:00:00Z,0.0,48.0,-126.0,15.856874,0.62589455
1989-08-01T00:00:00Z,0.0,48.0,-124.0,15.619995,0.65618515
1989-09-01T00:00:00Z,0.0,40.0,-126.0,15.336084,-0.43104076
1989-09-01T00:00:00Z,0.0,40.0,-124.0,14.068344,-0.47574615
1989-09-01T00:00:00Z,0.0,42.0,-126.0,15.254969,-0.2723446
1989-09-01T00:00:00Z,0.0,42.0,-124.0,14.119456,-0.31256485
1989-09-01T00:00:00Z,0.0,44.0,-126.0,15.56936,-0.09853649
1989-09-01T00:00:00Z,0.0,44.0,-124.0,14.695125,-0.13395977
1989-09-01T00:00:00Z,0.0,46.0,-126.0,15.560499,0.05979061
1989-09-01T00:00:00Z,0.0,46.0,-124.0,14.903179,0.03863716
1989-09-01T00:00:00Z,0.0,48.0,-126.0,14.88261,0.2213192
1989-09-01T00:00:00Z,0.0,48.0,-124.0,14.344944,0.19009018
1989-10-01T00:00:00Z,0.0,40.0,-126.0,14.717023,-0.1330185
1989-10-01T00:00:00Z,0.0,40.0,-124.0,13.682892,-0.043052673
1989-10-01T00:00:00Z,0.0,42.0,-126.0,14.268142,-0.056607246
1989-10-01T00:00:00Z,0.0,42.0,-124.0,13.29048,-4.5776367E-4
1989-10-01T00:00:00Z,0.0,44.0,-126.0,14.217898,0.037878036
1989-10-01T00:00:00Z,0.0,44.0,-124.0,13.422205,0.07876682
1989-10-01T00:00:00Z,0.0,46.0,-126.0,13.965734,0.1340046
1989-10-01T00:00:00Z,0.0,46.0,-124.0,13.301152,0.1712141
1989-10-01T00:00:00Z,0.0,48.0,-126.0,13.117415,0.23366451
1989-10-01T00:00:00Z,0.0,48.0,-124.0,12.51233,0.2512045
1989-11-01T00:00:00Z,0.0,40.0,-126.0,13.619493,-0.029174805
1989-11-01T00:00:00Z,0.0,40.0,-124.0,12.930718,0.09273815
1989-11-01T00:00:00Z,0.0,42.0,-126.0,12.860663,-0.048357964
1989-11-01T00:00:00Z,0.0,42.0,-124.0,12.173402,-0.021597862
1989-11-01T00:00:00Z,0.0,44.0,-126.0,12.46408,0.0106630325
1989-11-01T00:00:00Z,0.0,44.0,-124.0,11.880242,0.0072221756
